Sample_Name,Experiment,Batch,Sample_Time,Day,Vicell_sampletime,Flex_sampletime,Cedex_sampletime,TCC,VCC,Viability,Diameter,Osmolality,Ammonium,Calcium,Glucose,Glutamine,Glutamate,Lactate,pH,CO2,pO2,Potassium,Sodium,Bicarbonate,pCO2 at Temp,pO2 at Temp,pH at Temp,IGG,LDH,DO,pH_setpoint,pH_setpoint_low,pH_setpoint_high,Temperature,Feed_Time_Offset,Bolus_Feed,Cumulative_Feed,Cumulative_Glucose,Normalized_Bolus_Feed,Cumulative_Normalized_Feed,Cumulative_Normalized_Glucose,Volume,Initial_Volume
AR25-050005172FER2070-01,AR25-050,AR25-050-021,5/17/2025 13:13,2,5/17/2025 12:24,5/17/2025 13:13,5/17/2025 14:45,1.1068,1.0867,98.2,15.4,342,1.25,0.54,6.5,1.06,3.29,,6.8,157.4,107.8,5.22,121.3,24.6,154,104.8,6.81,69.34155,9.899587,40,6.65,6.5,6.8,36.5,0,0,0,,0,0,,180.56,190
AR25-050005172FER2071-01,AR25-050,AR25-050-022,5/17/2025 13:20,2,5/17/2025 12:26,5/17/2025 13:20,5/17/2025 14:46,1.1448,1.1133,97.2,15.37,342,1.23,0.54,6.52,1.07,3.26,,6.76,171.7,105.3,5.22,121.4,24.3,168,102.3,6.76,68.1156,9.935104,40,6.65,6.5,6.8,36.5,0,0,0,,0,0,,181.53,190
AR25-050005172FER2072-01,AR25-050,AR25-050-023,5/17/2025 13:26,2,5/17/2025 12:28,5/17/2025 13:26,5/17/2025 14:47,1.9731,1.9559,99.1,15.54,330,1.66,0.53,5.9,1.01,3.63,0.43,7.37,27.7,110.9,5.02,120.5,16.2,27.1,107.9,7.38,71.41635,9.318264,40,7.55,7.4,7.7,36.5,0,0,0,,0,0,,181.79,190
AR25-050005172FER2073-01,AR25-050,AR25-050-024,5/17/2025 13:32,2,5/17/2025 12:30,5/17/2025 13:32,5/17/2025 14:48,1.8892,1.8719,99.1,15.53,333,1.66,0.53,5.91,0.99,3.65,0.43,7.36,26.5,111.9,5.05,119.9,15.1,25.9,108.9,7.37,72.6825,8.837857,40,7.55,7.4,7.7,36.5,0,0,0,,0,0,,182.26,190
AR25-050005182FER2050-01,AR25-050,AR25-050-001,5/18/2025 11:06,3,5/18/2025 13:26,5/18/2025 11:06,5/18/2025 13:26,3.94,3.93,99.5,15.07,330,1.53,0.53,0.22,1.07,0.38,0.39,7.36,29.7,126.3,5.11,121.8,16.8,29,123.3,7.37,126.7998,16.1118,40,7.1,6.95,7.25,36.5,0,0,0,,0,0,,176.79,190
AR25-050005182FER2051-01,AR25-050,AR25-050-002,5/18/2025 11:12,3,5/18/2025 13:28,5/18/2025 11:12,5/18/2025 13:28,2.069,1.939,99.6,15.66,334,2,0.52,5.92,0.92,3.98,0.26,6.91,115.4,92.8,5.06,121,23.5,120.7,98.8,6.89,106.6614,29.8205,40,6.75,6.6,6.9,38,8,0,0,,0,0,,180.51,190
AR25-050005182FER2052-01,AR25-050,AR25-050-003,5/18/2025 11:18,3,5/18/2025 13:30,5/18/2025 11:18,5/18/2025 13:30,3.213,3.98,99.6,15.66,324,2.39,0.52,5.47,0.92,4.11,0.44,7.3,32.5,90.6,4.88,121.4,15.7,29.8,79.9,7.33,145.3815,16.6304,40,7.45,7.3,7.6,35,-8,0,0,,0,0,,181.53,190
AR25-050005182FER2053-01,AR25-050,AR25-050-004,5/18/2025 11:00,3,5/18/2025 13:32,5/18/2025 11:00,5/18/2025 13:32,2.05,1.2,97.3,15.13,334,1.7,0.52,6.15,1.14,3.76,0.21,6.9,130.2,103.6,5.04,120.6,24.8,119.2,92.2,6.92,107.392,21.5353,40,6.75,6.6,6.9,35,-8,0,0,,0,0,,180.52,190
AR25-050005182FER2054-01,AR25-050,AR25-050-005,5/18/2025 11:24,3,5/18/2025 13:34,5/18/2025 11:24,5/18/2025 13:34,1.607,1.6,99.6,15.91,325,1.65,0.51,6,0.91,3.72,0.34,7.38,26.6,127.7,4.99,118.4,15.6,24.4,115.9,7.41,75.74281,8.802909,40,7.45,7.3,7.6,35,8,0,0,,0,0,,180.56,190
AR25-050005182FER2055-01,AR25-050,AR25-050-006,5/18/2025 11:30,3,5/18/2025 13:36,5/18/2025 11:30,5/18/2025 13:36,2.85,2.8,98.4,15.4,332,2.43,0.51,5.73,0.84,4.04,0.23,6.9,126.4,85.3,4.93,120.8,25.5,132.1,91,6.89,123.7766,25.2353,40,6.75,6.6,6.9,38,-8,0,0,,0,0,,179.54,190
AR25-050005182FER2056-01,AR25-050,AR25-050-007,5/18/2025 11:36,3,5/18/2025 13:38,5/18/2025 11:36,5/18/2025 13:38,4,3.99,99.6,15,325,2.28,0.52,5.34,0.9,3.99,0.52,7.17,45.6,85,4.84,121.1,16.5,44.6,82.3,7.17,124.846,15.3425,40,7.1,6.95,7.25,36.5,0,0,0,,0,0,,180.55,190
AR25-050005182FER2057-01,AR25-050,AR25-050-008,5/18/2025 11:43,3,5/18/2025 13:40,5/18/2025 11:43,5/18/2025 13:40,4.04,4.02,99.5,15.04,324,2.28,0.51,5.25,0.88,3.93,0.52,7.18,43.6,80.2,4.74,119.7,16.3,42.7,77.6,7.19,124.6158,14.8715,40,7.1,6.95,7.25,36.5,0,0,0,,0,0,,179.57,190
AR25-050005182FER2058-01,AR25-050,AR25-050-009,5/18/2025 11:48,3,5/18/2025 13:47,5/18/2025 11:48,5/20/2025 10:08,3.4555,3.449,99.8,15.74,325,2.37,0.51,5.33,0.9,3.94,0.45,7.31,32.2,90.7,4.81,120.1,15.8,29.5,80,7.33,144.9469,18.0092,40,7.45,7.3,7.6,35,8,0,0,,0,0,,180.56,190
AR25-050005182FER2059-01,AR25-050,AR25-050-010,5/18/2025 11:54,3,5/18/2025 13:49,5/18/2025 11:54,5/20/2025 10:09,2.0937,2.0514,98,15.3,336,1.83,0.52,6.18,0.94,3.57,,6.9,132.6,99.9,5.11,122.5,25.3,121.5,88.7,6.92,109.0098,24.7822,40,6.75,6.6,6.9,35,8,0,0,,0,0,,180.52,190
AR25-050005182FER2060-01,AR25-050,AR25-050-011,5/18/2025 12:11,3,5/18/2025 13:51,5/18/2025 12:11,5/20/2025 10:11,2.9407,2.9184,99.2,15.14,323,2.22,0.52,5.32,0.63,4.21,0.68,7.19,28.6,85.7,4.94,119.9,11.2,29.9,91.4,7.18,77.60145,12.2058,40,7.45,7.3,7.6,38,-8,0,0,,0,0,,180.61,190
AR25-050005182FER2061-01,AR25-050,AR25-050-012,5/18/2025 12:17,3,5/18/2025 13:53,5/18/2025 12:17,5/20/2025 10:12,1.2898,1.2396,96.1,15.22,339,1.44,0.53,6.42,0.83,3.63,,6.89,138.3,108.9,5.22,120.7,27,144.5,115.1,6.88,69.609,13.251,40,6.75,6.6,6.9,38,8,0,0,,0,0,,180.51,190
AR25-050005182FER2062-01,AR25-050,AR25-050-013,5/18/2025 12:24,3,5/18/2025 13:55,5/18/2025 12:24,5/20/2025 10:14,5.8426,5.8039,99.3,15.04,326,2.93,0.52,4.01,0.75,4.57,0.96,7.21,39.6,69.1,4.5,126.9,16.2,41.3,73.5,7.2,149.0654,28.2318,40,7.45,7.3,7.6,38,8,0,0,,0,0,,181.93,190
AR25-050005182FER2063-01,AR25-050,AR25-050-014,5/18/2025 12:30,3,5/18/2025 13:57,5/18/2025 12:30,5/20/2025 10:15,6.1018,6.0766,99.6,15.06,325,2.89,0.5,3.81,0.74,4.52,1.03,7.3,38.8,64.9,4.42,125.9,19.5,40.6,69.5,7.29,126.2112,19.9299,40,7.45,7.3,7.6,38,-8,0,0,,0,0,,182.25,190
AR25-050005182FER2064-01,AR25-050,AR25-050-015,5/18/2025 12:36,3,5/18/2025 13:59,5/18/2025 12:36,5/20/2025 10:17,1.2044,1.1779,97.8,15.2,340,1.19,0.53,6.51,0.96,3.32,,6.88,144.6,117.6,5.23,120.1,26.1,132.4,105.8,6.9,70.11975,13.0819,40,6.75,6.6,6.9,35,-8,0,0,,0,0,,180.51,190
AR25-050005182FER2065-01,AR25-050,AR25-050-016,5/18/2025 13:44,3,5/18/2025 14:01,5/18/2025 13:44,5/20/2025 10:19,1.0688,1.0286,96.2,15.2,340,1.17,0.53,6.49,1.01,3.25,,6.9,134.1,121.4,5.21,120.2,25.5,122.9,109.7,6.92,71.08995,14.6937,40,6.75,6.6,6.9,35,8,0,0,,0,0,,177.73,190
AR25-050005182FER2066-01,AR25-050,AR25-050-017,5/18/2025 12:48,3,5/18/2025 14:03,5/18/2025 12:48,5/20/2025 10:21,1.4004,1.363,97.3,15.36,337,1.54,0.53,6.31,0.92,3.62,0.2,6.92,125.4,104.6,5.19,120.4,26.1,131,110.8,6.9,71.43135,13.8978,40,6.75,6.6,6.9,38,-8,0,0,,0,0,,180.52,190
AR25-050005182FER2067-01,AR25-050,AR25-050-018,5/18/2025 12:54,3,5/18/2025 14:05,5/18/2025 12:54,5/20/2025 10:22,3.8759,3.8637,99.7,15.21,325,2.34,0.52,5.3,0.91,3.94,0.51,7.17,42.1,79,4.83,120.6,15.4,41.2,76.5,7.18,124.9704,14.3334,40,7.1,6.95,7.25,36.5,0,0,0,,0,0,,180.54,190
AR25-050005182FER2068-01,AR25-050,AR25-050-019,5/18/2025 13:00,3,5/18/2025 14:07,5/18/2025 13:00,5/20/2025 10:23,1.5992,1.5927,99.6,15.96,329,1.68,0.52,6.06,0.94,3.6,0.33,7.44,25.3,115.4,5.07,119.4,86.8,23.2,103.6,7.47,76.1097,11.7781,40,7.45,7.3,7.6,35,-8,0,0,,0,0,,180.55,190
AR25-050005182FER2069-01,AR25-050,AR25-050-020,5/18/2025 13:09,3,5/18/2025 14:09,5/18/2025 13:09,5/20/2025 10:24,2.9177,2.8976,99.3,15.11,326,2.25,0.53,5.38,0.92,4.12,0.68,7.49,26.5,85.2,4.99,120.6,20.6,27.7,90.8,7.48,77.37645,12.8038,40,7.45,7.3,7.6,38,8,0,0,,0,0,,180.55,190
AR25-050005182FER2070-01,AR25-050,AR25-050-021,5/18/2025 13:15,3,5/18/2025 14:10,5/18/2025 13:15,5/20/2025 10:25,1.7291,1.671,96.6,14.88,338,1.6,0.53,6.36,0.97,3.47,,6.82,169.2,101.1,5.17,120.7,27.7,165.5,98.2,6.83,79.01189,17.9567,40,6.65,6.5,6.8,36.5,0,0,0,,0,0,,179.52,190
AR25-050005182FER2071-01,AR25-050,AR25-050-022,5/18/2025 13:22,3,5/18/2025 14:12,5/18/2025 13:22,5/20/2025 10:26,1.5001,1.4334,95.6,14.8,342,1.53,0.53,6.38,0.98,3.42,,6.78,190.6,99,5.19,120.9,28.6,186.6,96.1,6.79,83.58525,21.0219,40,6.65,6.5,6.8,36.5,0,0,0,,0,0,,180.49,190
AR25-050005182FER2072-01,AR25-050,AR25-050-023,5/18/2025 13:30,3,5/18/2025 14:14,5/18/2025 13:30,5/20/2025 10:27,3.9973,3.9843,99.7,15.24,331,2.45,0.52,5.07,0.91,4.04,0.61,7.33,33.6,87,4.77,123.5,17.8,32.9,84.2,7.34,113.0007,15.0911,40,7.55,7.4,7.7,36.5,0,0,0,,0,0,,181.42,190
AR25-050005182FER2073-01,AR25-050,AR25-050-024,5/18/2025 13:37,3,5/18/2025 14:16,5/18/2025 13:37,5/20/2025 10:29,3.9118,3.8939,99.5,15.18,328,2.44,0.52,5.11,0.9,4.03,0.6,7.31,33.2,79.4,4.79,122.6,16.8,32.5,76.8,7.32,121.4214,14.9897,40,7.55,7.4,7.7,36.5,0,0,0,,0,0,,181.93,190
AR25-050005192FER2050-01,AR25-050,AR25-050-001,5/19/2025 11:06,4,5/19/2025 11:24,5/19/2025 11:06,5/19/2025 12:55,7.2423,7.2028,99.5,14.82,312,3.07,0.51,4.09,0.77,4.49,0.66,7.14,36.1,89,4.43,120.9,12.2,35.3,86.2,7.14,239.6982,34.1557,40,7.1,6.95,7.25,36.5,0,9.5,0,,0.05403868,0,,175.8,190
AR25-050005192FER2051-01,AR25-050,AR25-050-002,5/19/2025 11:14,4,5/19/2025 11:26,5/19/2025 11:14,5/19/2025 12:57,2.8761,2.7268,94.8,15.76,331,2.78,0.52,5.54,0.83,4.21,0.26,6.92,131.1,87.4,4.99,121.6,27.5,137.1,93.3,6.91,143.2488,44.9459,40,6.75,6.6,6.9,38,8,7.6,0,,0.043206367,0,,175.9,190
AR25-050005192FER2052-01,AR25-050,AR25-050-003,5/19/2025 12:11,4,5/19/2025 11:28,5/19/2025 12:11,5/19/2025 12:58,5.2239,5.206,99.7,15.52,369,3.97,0.47,4.12,0.89,4.9,0.51,7.29,40.4,89.3,6.82,136.4,19.1,37.1,78.8,7.32,228.4302,29.144,40,7.45,7.3,7.6,35,-8,11.4,11.4,,0.06046783,0.06046783,,188.53,190
AR25-050005192FER2053-01,AR25-050,AR25-050-004,5/19/2025 11:27,4,5/19/2025 11:30,5/19/2025 11:27,5/19/2025 12:58,2.4203,2.3256,96.1,15.41,365,2.81,0.49,5.69,1.07,4.33,0.21,6.87,153.8,93.7,6.64,130.4,27.2,140.9,82.9,6.89,142.5855,36.0492,40,6.75,6.6,6.9,35,-8,7.6,7.6,,0.041416894,0.041416894,,183.5,190
AR25-050005192FER2054-01,AR25-050,AR25-050-005,5/19/2025 11:35,4,5/19/2025 11:32,5/19/2025 11:35,5/19/2025 12:59,2.7002,2.6888,99.6,15.61,326,2.32,0.52,5.62,0.89,4,0.41,7.34,28.5,110.5,4.95,120.8,15.2,26.1,98.9,7.37,119.2396,15.253,40,7.45,7.3,7.6,35,8,11.4,0,,0.064787452,0,,175.96,190
AR25-050005192FER2055-01,AR25-050,AR25-050-006,5/19/2025 11:42,4,5/19/2025 11:34,5/19/2025 11:42,5/19/2025 13:00,3.4783,3.385,97.3,15.58,378,4.28,0.48,5.01,1.1,5.1,0.23,6.86,148.3,84.2,7.28,135.2,27.3,154.9,89.8,6.85,160.7569,41.8051,40,6.75,6.6,6.9,38,-8,11.4,11.4,,0.061181774,0.061181774,,186.33,190
AR25-050005192FER2056-01,AR25-050,AR25-050-007,5/19/2025 11:48,4,5/19/2025 11:40,5/19/2025 11:48,5/19/2025 13:01,6.7678,6.7449,99.7,14.94,311,3.07,0.51,4.08,0.77,4.32,0.69,7.16,36,63,4.45,121.4,12.8,35.2,60.9,7.16,220.3295,30.1766,40,7.1,6.95,7.25,36.5,0,9.5,0,,0.05399568,0,,175.94,190
AR25-050005192FER2057-01,AR25-050,AR25-050-008,5/19/2025 11:55,4,5/19/2025 11:42,5/19/2025 11:55,5/19/2025 13:01,6.7836,6.7585,99.6,14.92,313,3.04,0.51,3.96,0.75,4.29,0.7,7.17,38.2,81.2,4.34,119.7,13.9,37.4,78.6,7.18,237.8022,27.9994,40,7.1,6.95,7.25,36.5,0,9.5,0,,0.054295022,0,,174.97,190
AR25-050005192FER2058-01,AR25-050,AR25-050-009,5/19/2025 12:01,4,5/19/2025 11:46,5/19/2025 12:01,5/19/2025 13:03,5.5548,5.5405,99.7,15.53,319,3.2,0.52,4.57,0.83,4.24,0.52,7.24,37.1,76.2,4.64,123.2,15.7,34,66.7,7.27,234.4794,35.1223,40,7.45,7.3,7.6,35,8,7.6,0,,0.043194089,0,,175.95,190
AR25-050005192FER2059-01,AR25-050,AR25-050-010,5/19/2025 12:18,4,5/19/2025 11:48,5/19/2025 12:18,5/19/2025 13:04,2.9895,2.9084,97.3,15.34,339,2.5,0.53,5.99,0.81,3.8,,6.9,145.4,92.3,5.08,122.5,27.7,133.2,81.4,6.92,155.826,38.058,40,6.75,6.6,6.9,35,8,11.4,0,,0.064809551,0,,175.9,190
AR25-050005192FER2060-01,AR25-050,AR25-050-011,5/19/2025 12:23,4,5/19/2025 11:50,5/19/2025 12:23,5/19/2025 13:05,5.2483,5.2088,99.2,15.08,383,3.84,0.46,3.54,0.96,5.35,1.15,7.33,43.9,81.5,6.75,145.8,23.5,45.8,86.9,7.31,111.8433,24.2612,40,7.45,7.3,7.6,38,-8,11.4,11.4,,0.059789165,0.059789165,,190.67,190
AR25-050005192FER2061-01,AR25-050,AR25-050-012,5/19/2025 12:29,4,5/19/2025 11:52,5/19/2025 12:29,5/19/2025 13:06,1.51665,1.4456,95.3,15.59,340,1.91,0.52,6.17,0.83,3.77,,6.9,148.7,98.2,5.13,120.1,30,155.4,104.3,6.89,79.31416,21.6922,40,6.75,6.6,6.9,38,8,11.4,0,,0.064809551,0,,175.9,190
AR25-050005192FER2062-01,AR25-050,AR25-050-013,5/19/2025 12:35,4,5/19/2025 11:54,5/19/2025 12:35,5/19/2025 13:07,9.3633,9.30875,99.4,15.13,329,3.07,0.49,1.28,0.55,4.83,1.89,7.28,40.4,67.3,3.85,140,19.6,42.3,72.1,7.27,267.8193,48.6142,40,7.45,7.3,7.6,38,8,11.4,0,,0.063333333,0,,180,190
AR25-050005192FER2063-01,AR25-050,AR25-050-014,5/19/2025 13:31,4,5/19/2025 11:56,5/19/2025 13:31,5/19/2025 13:08,9.3547,9.30945,99.5,15.42,365,3.59,0.46,3.2,0.88,5.24,1.83,7.25,39.2,63.2,5.28,145.9,17.5,40.9,67.7,7.24,248.0928,36.1992,40,7.45,7.3,7.6,38,-8,7.6,7.6,,0.040483673,0.040483673,,187.73,190
AR25-050005192FER2064-01,AR25-050,AR25-050-015,5/19/2025 11:00,4,5/19/2025 11:58,5/19/2025 11:00,5/19/2025 13:09,1.2963,1.2482,96.3,15.21,384,2.15,0.48,6.08,1.43,4.58,,6.81,160,109.6,7.56,133.3,24.8,146.6,97.9,6.83,78.4587,20.0764,40,6.75,6.6,6.9,35,-8,11.4,11.4,,0.060285563,0.060285563,,189.1,190
AR25-050005192FER2065-01,AR25-050,AR25-050-016,5/19/2025 12:48,4,5/19/2025 12:00,5/19/2025 12:48,5/19/2025 13:10,1.26255,1.1915,94.4,15.2,338,1.41,0.53,6.45,0.93,3.4,,6.87,144.1,115.6,5.22,121,25.5,132,103.9,6.89,79.97745,21.9731,40,6.75,6.6,6.9,35,8,7.6,0,,0.043450918,0,,174.91,190
AR25-050005192FER2066-01,AR25-050,AR25-050-017,5/19/2025 12:54,4,5/19/2025 12:04,5/19/2025 12:54,5/19/2025 13:13,1.8461,1.803,97.7,15.64,368,2.64,0.5,5.78,1.04,4.37,0.2,6.89,121.7,86.4,6.66,128.1,23.7,127.1,92.1,6.88,77.85045,23.393,40,6.75,6.6,6.9,38,-8,7.6,7.6,,0.041416894,0.041416894,,183.5,190
AR25-050005192FER2067-01,AR25-050,AR25-050-018,5/19/2025 13:00,4,5/19/2025 12:06,5/19/2025 13:00,5/19/2025 13:15,6.8403,6.821,99.7,15.06,315,3.07,0.52,3.99,0.78,4.31,0.69,7.16,29.8,72.6,4.39,119.8,10.7,29.2,70.3,7.17,232.0164,26.8221,40,7.1,6.95,7.25,36.5,0,9.5,0,,0.05399568,0,,175.94,190
AR25-050005192FER2068-01,AR25-050,AR25-050-019,5/19/2025 13:07,4,5/19/2025 12:08,5/19/2025 13:07,5/19/2025 13:16,2.3442,2.3335,99.5,15.9,365,2.82,0.48,5.32,1.07,4.34,0.42,7.48,33.2,101.7,6.42,134,24.5,30.4,90.4,7.51,109.0487,19.0712,40,7.45,7.3,7.6,35,-8,7.6,7.6,,0.041034501,0.041034501,,185.21,190
AR25-050005192FER2069-01,AR25-050,AR25-050-020,5/19/2025 13:49,4,5/19/2025 12:10,5/19/2025 13:49,5/19/2025 13:17,5.7996,5.7673,99.4,15.29,325,3.04,0.51,4.14,0.81,4.4,0.88,7.19,33.4,76.7,4.58,123.4,13.1,34.9,82,7.18,78.71055,22.0687,40,7.45,7.3,7.6,38,8,7.6,0,,0.04322111,0,,175.84,190
AR25-050005192FER2070-01,AR25-050,AR25-050-021,5/19/2025 13:18,4,5/19/2025 12:12,5/19/2025 13:18,5/19/2025 13:18,1.9782,1.8633,94.2,15.18,336,2.04,0.52,6.09,0.87,3.6,,6.81,168.2,102.3,5.05,119.3,26.9,164.6,99.3,6.82,108.9908,30.7107,40,6.65,6.5,6.8,36.5,0,9.5,0,,0.054313647,0,,174.91,190
AR25-050005192FER2071-01,AR25-050,AR25-050-022,5/19/2025 13:24,4,5/19/2025 12:14,5/19/2025 13:24,5/19/2025 13:20,1.765,1.6351,92.6,14.97,339,1.93,0.53,6.24,0.9,3.53,,6.74,201.8,96.5,5.17,120.9,27.2,197.5,93.6,6.74,96.6348,35.8189,40,6.65,6.5,6.8,36.5,0,9.5,0,,0.054017172,0,,175.87,190
AR25-050005192FER2072-01,AR25-050,AR25-050-023,5/19/2025 13:37,4,5/19/2025 12:17,5/19/2025 13:37,5/19/2025 13:21,7.1066,7.0944,99.8,15.17,328,3.02,0.5,3.5,0.75,4.37,0.96,7.35,44.9,80.8,4.28,131.7,24.6,43.9,78.2,7.35,67.46475,25.369,40,7.55,7.4,7.7,36.5,0,9.5,0,,0.053242168,0,,178.43,190
AR25-050005192FER2073-01,AR25-050,AR25-050-024,5/19/2025 13:43,4,5/19/2025 12:19,5/19/2025 13:43,5/19/2025 13:23,6.714,6.6882,99.6,15.18,330,3.02,0.5,3.54,0.75,4.34,0.93,7.37,45.5,53.8,4.3,131.7,26.3,44.5,51.9,7.38,216.0728,24.5476,40,7.55,7.4,7.7,36.5,0,9.5,0,,0.053248136,0,,178.41,190
AR25-050005202FER2050-01,AR25-050,AR25-050-001,5/20/2025 11:04,5,5/20/2025 10:55,5/20/2025 11:04,5/20/2025 12:16,11.0967,11.0192,99.3,14.75,339,4.46,0.46,2.18,0.98,5.56,0.77,6.98,41.4,76.2,5.97,131.4,9.7,40.5,73.7,6.98,439.3893,64.8901,40,7.1,6.95,7.25,36.5,0,0,9.5,,0,0.052576236,,180.69,190
AR25-050005202FER2051-01,AR25-050,AR25-050-002,5/20/2025 11:10,5,5/20/2025 10:57,5/20/2025 11:10,5/20/2025 12:16,3.3032,3.1395,95,15.92,362,4.3,0.48,4.83,1.01,4.95,0.26,6.84,163.6,83.2,6.47,129,28.8,171.1,88.9,6.83,206.6223,64.3046,40,6.75,6.6,6.9,38,8,0,7.6,,0,0.042063316,,180.68,190
AR25-050005202FER2052-01,AR25-050,AR25-050-003,5/20/2025 11:16,5,5/20/2025 10:59,5/20/2025 11:16,5/20/2025 12:17,7.3586,7.3306,99.6,15.73,366,4.67,0.45,2.53,1.08,5.27,0.92,7.24,48.4,77,6.43,141.1,20.5,44.4,67.6,7.27,376.0614,49.8027,40,7.45,7.3,7.6,35,-8,0,11.4,,0,0.061044177,,186.75,190
AR25-050005202FER2053-01,AR25-050,AR25-050-004,5/20/2025 11:22,5,5/20/2025 11:01,5/20/2025 11:22,5/20/2025 12:18,2.9787,2.8409,95.4,15.6,365,3.6,0.48,5.36,1.1,4.49,0.21,6.83,179.2,89.1,6.61,130.8,28.9,164.4,78.7,6.85,205.1658,58.739,40,6.75,6.6,6.9,35,-8,0,7.6,,0,0.042060988,,180.69,190
AR25-050005202FER2054-01,AR25-050,AR25-050-005,5/20/2025 11:28,5,5/20/2025 11:03,5/20/2025 11:28,5/20/2025 12:19,4.3504,4.3296,99.5,15.58,369,3.92,0.47,4.52,1.13,4.97,0.57,7.22,37.9,90.2,7.02,134.8,15.1,34.7,79.6,7.24,187.7602,27.8651,40,7.45,7.3,7.6,35,8,0,11.4,,0,0.061598314,,185.07,190
AR25-050005202FER2055-01,AR25-050,AR25-050-006,5/20/2025 11:34,5,5/20/2025 11:05,5/20/2025 11:34,5/20/2025 12:20,4.4451,4.2714,96.1,15.75,375,5.5,0.47,4.25,1.19,5.36,0.23,6.89,147,83.9,7.12,134.1,28.6,153.5,89.5,6.88,239.9847,67.6184,40,6.75,6.6,6.9,38,-8,0,11.4,,0,0.062121955,,183.51,190
AR25-050005202FER2056-01,AR25-050,AR25-050-007,5/20/2025 11:41,5,5/20/2025 11:07,5/20/2025 11:41,5/20/2025 12:20,10.2282,10.1708,99.4,14.8,339,4.37,0.46,2.17,0.92,5.14,0.8,6.99,41.5,69.7,5.86,129.4,10,40.6,67.4,6.99,410.1469,53.2609,40,7.1,6.95,7.25,36.5,0,0,9.5,,0,0.052014893,,182.64,190
AR25-050005202FER2057-01,AR25-050,AR25-050-008,5/20/2025 11:47,5,5/20/2025 11:09,5/20/2025 11:47,5/20/2025 12:22,10.132,10.0502,99.2,14.74,348,4.41,0.46,4.23,0.91,5.09,0.84,6.96,40.9,74.8,5.81,128.9,9.3,40.1,72.4,6.97,413.6494,52.1731,40,7.1,6.95,7.25,36.5,0,0,9.5,,0,0.052023438,,182.61,190
AR25-050005202FER2058-01,AR25-050,AR25-050-009,5/20/2025 11:53,5,5/20/2025 11:13,5/20/2025 11:53,5/20/2025 12:23,7.6313,7.6033,99.6,15.58,352,4.11,0.46,2.8,0.93,4.83,0.75,7.23,49.6,78,5.7,135.8,20.6,45.4,68.3,7.26,398.3026,55.6603,40,7.45,7.3,7.6,35,8,0,7.6,,0,0.041641554,,182.51,190
AR25-050005202FER2059-01,AR25-050,AR25-050-010,5/20/2025 10:30,5,5/20/2025 11:15,5/20/2025 10:30,5/20/2025 12:25,3.1079,2.9845,96,15.56,380,3.99,0.47,5.28,1.22,5.01,,6.81,188.9,88.1,7.32,133.9,28.9,173.1,77.7,6.83,215.8562,53.7762,40,6.75,6.6,6.9,35,8,0,11.4,,0,0.061194911,,186.29,190
AR25-050005202FER2060-01,AR25-050,AR25-050-011,5/20/2025 11:59,5,5/20/2025 11:17,5/20/2025 11:59,5/20/2025 12:25,7.9945,7.9263,99.1,15.62,409,4.17,0.43,2.75,0.95,5.76,2.79,7.33,48.5,72.5,6.06,162.3,26,50.6,77.5,7.31,203.5161,47.4683,40,7.45,7.3,7.6,38,-8,0,11.4,,0,0.059042884,,193.08,190
AR25-050005202FER2061-01,AR25-050,AR25-050-012,5/20/2025 12:11,5,5/20/2025 11:19,5/20/2025 12:11,5/20/2025 12:27,1.9868,1.8813,94.7,15.7,380,3.34,0.48,5.59,0.86,4.82,,6.79,163.7,91.6,7.46,133.2,25.4,171.2,97.7,6.78,96.35175,32.3707,40,6.75,6.6,6.9,38,8,0,11.4,,0,0.061795317,,184.48,190
AR25-050005202FER2062-01,AR25-050,AR25-050-013,5/20/2025 12:17,5,5/20/2025 11:21,5/20/2025 12:17,5/20/2025 12:27,12.0714,11.8834,98.4,15.47,394,3.46,0.43,2.8,0.89,5.81,2.57,7.26,43.5,62.9,5.36,158.3,19.8,45.5,67.4,7.24,485.1446,87.9931,40,7.45,7.3,7.6,38,8,0,11.4,,0,0.058884298,,193.6,190
AR25-050005202FER2063-01,AR25-050,AR25-050-014,5/20/2025 12:23,5,5/20/2025 11:23,5/20/2025 12:23,5/20/2025 12:29,11.6939,11.5417,98.7,15.58,396,3.23,0.42,1.84,0.62,5.63,3.68,7.37,59,62.3,4.53,170.4,34.6,61.6,66.8,7.35,458.6949,69.9503,40,7.45,7.3,7.6,38,-8,0,7.6,,0,0.039366,,193.06,190
AR25-050005202FER2064-01,AR25-050,AR25-050-015,5/20/2025 12:30,5,5/20/2025 11:25,5/20/2025 12:30,5/20/2025 12:31,1.4635,1.4004,95.7,15.75,384,2.64,0.48,5.78,1.13,4.4,,6.83,143.2,102.4,7.44,131.6,23.4,131.1,91,6.86,107.3733,32.717,40,6.75,6.6,6.9,35,-8,0,11.4,,0,0.061791967,,184.49,190
AR25-050005202FER2065-01,AR25-050,AR25-050-016,5/20/2025 12:36,5,5/20/2025 11:27,5/20/2025 12:36,5/20/2025 12:34,1.3939,1.3035,93.5,15.55,406,2.24,0.49,6,1.06,4.05,,6.83,151.7,116.5,6.72,128.1,24.6,139.1,104.9,6.85,100.6242,31.1262,40,6.75,6.6,6.9,35,8,0,7.6,,0,0.04229271,,179.7,190
