Type,Batch,Day,IGG,VCC,Viability,Glutamate,Ammonium,Normalized_Bolus_Feed,Temperature_setpoint,pH_setpoint
Simulation,AR25-064-003,2,56.66032627,4.239046048,98.97955817,3.423820495,1.992275269,0,36.5,7.1
Simulation,AR25-064-003,3,202.8198344,5.829029741,99.06901706,3.9403097,2.672214282,0.040733198,36.5,7.1
Simulation,AR25-064-003,4,121.561984,7.917373122,98.74658982,4.489204699,3.115301573,0,36.5,7.1
Simulation,AR25-064-003,5,586.3141699,10.48361002,99.16264861,5.05468,3.32686745,0,35,7.1
Simulation,AR25-064-003,6,1251.138954,12.40325703,99.00352759,5.072629846,3.875313945,0.05144627,35,7.1
Simulation,AR25-064-003,7,1501.747669,13.79942622,97.79103333,5.264565788,4.683644541,0,35,7.1
Simulation,AR25-064-003,8,2273.067026,14.51220286,97.00650902,5.668886823,5.815434902,0.050795625,35,7.1
Simulation,AR25-064-003,9,2630.736162,14.9456599,95.23292017,6.129838788,6.977635817,0,35,7.1
Simulation,AR25-064-003,10,3497.040004,14.91691469,93.9240885,6.688046065,8.250300284,0.044808799,35,7.1
Simulation,AR25-064-003,11,3994.430053,14.76315231,91.73043086,7.195636436,9.381356844,0,35,7.1
Simulation,AR25-064-003,12,4931.182965,14.28033312,89.92235549,7.694244102,10.46344461,0.039221602,35,7.1
Simulation,AR25-064-003,13,5529.044045,13.71683672,87.30178442,8.0615689,11.2998523,0,35,7.1
Simulation,AR25-064-003,14,6487.149282,12.84416361,84.97203201,8.34407466,11.99788378,0,35,7.1
Simulation,AR25-064-004,0,75.18855,0.6079,98.9,2.81,0.69,0,36.5,7.1
Simulation,AR25-064-004,1,1.126362969,2.261373378,98.95825322,2.961434477,1.160458137,0,36.5,7.1
Simulation,AR25-064-004,2,11.05064132,3.77387598,99.01980122,3.318741713,1.804493134,0,36.5,7.1
Simulation,AR25-064-004,3,126.2253149,5.356622787,99.11702962,3.80507672,2.480110591,0.040728944,36.5,7.1
Simulation,AR25-064-004,4,9.264549709,7.395519601,98.80126166,4.343911626,2.951196003,0,36.5,7.1
Simulation,AR25-064-004,5,434.0988408,9.88296912,99.22863748,4.9176087,3.216369907,0,35,7.1
Simulation,AR25-064-004,6,1055.873886,11.70899177,99.09150859,4.959788595,3.836760933,0.051335778,35,7.1
Simulation,AR25-064-004,7,1262.774601,13.01165684,97.91856081,5.189294744,4.728139566,0,35,7.1
Simulation,AR25-064-004,8,1989.607235,13.64723206,97.19289961,5.64142225,5.946355622,0.050502448,35,7.1
Simulation,AR25-064-004,9,2307.895675,14.03332686,95.50650282,6.157562755,7.192327946,0,35,7.1
Simulation,AR25-064-004,10,3137.083113,14.00213478,94.30727938,6.774766001,8.53906964,0.044401837,35,7.1
Simulation,AR25-064-004,11,3608.657693,13.90006429,92.25591345,7.342754846,9.730855272,0,35,7.1
Simulation,AR25-064-004,12,4526.214994,13.53386071,90.61011953,7.899667147,10.85523201,0.038753913,35,7.1
Simulation,AR25-064-004,13,5122.13187,13.15450684,88.18076486,8.321527149,11.71487524,0,35,7.1
Simulation,AR25-064-004,14,6089.491745,12.53737032,86.0526582,8.65187284,12.41481405,0,35,7.1
Simulation,AR25-064-006,0,74.12251,1.1721,98.7,2.73,0.7,0,36.5,7.2
Simulation,AR25-064-006,1,-7.858228578,2.451250686,98.70674085,3.045651701,1.385659679,0,36.5,7.2
Simulation,AR25-064-006,2,-0.787621793,3.729561446,98.76435564,3.527668832,2.156115333,0,36.5,7.2
Simulation,AR25-064-006,3,118.8665892,5.213614672,98.89990614,4.09935944,2.875080858,0.040733198,36.5,7.2
Simulation,AR25-064-006,4,15.46814877,7.279237307,98.65704107,4.685394891,3.314661471,0,36.5,7.2
Simulation,AR25-064-006,5,464.2114468,9.903478921,99.182434,5.270380031,3.483974704,0,35,7.2
Simulation,AR25-064-006,6,1120.688346,11.95627612,99.15726421,5.291147645,3.956510296,0.051177607,35,7.2
Simulation,AR25-064-006,7,1374.192843,13.55074983,98.09993061,5.470667613,4.662269046,0,35,7.2
Simulation,AR25-064-006,8,2155.511955,14.51648114,97.47657316,5.848911696,5.67138869,0.050130441,35,7.2
Simulation,AR25-064-006,9,2538.990284,15.23961641,95.87388666,6.273144154,6.701046305,0,35,7.2
Simulation,AR25-064-006,10,3434.517296,15.52387945,94.71805505,6.785789953,7.837901891,0.044216662,35,7.2
Simulation,AR25-064-006,11,3975.248772,15.68486317,92.6686602,7.243491605,8.840943305,0,35,7.2
Simulation,AR25-064-006,12,4957.427775,15.50336374,90.97117361,7.690059608,9.809094818,0.038734668,35,7.2
Simulation,AR25-064-006,13,5610.962835,15.20679538,88.43566452,8.007579703,10.55510974,0,35,7.2
Simulation,AR25-064-006,14,6624.040283,14.55250079,86.14563749,8.244648263,11.19103076,0,35,7.2
Simulation,AR25-064-007,0,78.40981,1.2633,99.2,2.78,0.75,0,36.5,7.1
Simulation,AR25-064-007,1,21.48877986,2.765394236,99.2046313,3.014379783,1.356466259,0,36.5,7.1
Simulation,AR25-064-007,2,51.0075437,4.164087516,99.21997696,3.44219268,2.10739176,0,36.5,7.1
Simulation,AR25-064-007,3,188.766167,5.670521969,99.27707576,3.985574987,2.860726456,0.040733198,36.5,7.1
Simulation,AR25-064-007,4,97.67678452,7.668462428,98.92506291,4.567384874,3.38132988,0,36.5,7.1
Simulation,AR25-064-007,5,551.8340637,10.14607209,99.31738322,5.169805135,3.669807807,0,35,7.1
Simulation,AR25-064-007,6,1206.139955,11.98722935,99.14298527,5.226696181,4.290146398,0.051311587,35,7.1
Simulation,AR25-064-007,7,1448.468502,13.32203793,97.92718364,5.457576391,5.161797591,0,35,7.1
Simulation,AR25-064-007,8,2212.320172,13.9976634,97.14867277,5.898776392,6.344733766,0.050243527,35,7.1
Simulation,AR25-064-007,9,2570.53113,14.42022166,95.39923068,6.393178641,7.545177384,0,35,7.1
Simulation,AR25-064-007,10,3436.249202,14.41229194,94.11628853,6.979208143,8.840176149,0.04423889,35,7.1
Simulation,AR25-064-007,11,3942.977505,14.30852518,91.96437429,7.509129367,9.979428963,0,35,7.1
Simulation,AR25-064-007,12,4889.29019,13.90686887,90.19533988,8.022872253,11.05413255,0.038696235,35,7.1
Simulation,AR25-064-007,13,5507.40965,13.44966286,87.62345977,8.398884399,11.87084102,0,35,7.1
Simulation,AR25-064-007,14,6487.147642,12.706569,85.33341506,8.682579764,12.53701246,0,35,7.1
Simulation,AR25-064-009,0,75.38505,1.1377,98.7,2.93,0.75,0,36.5,7.1
Simulation,AR25-064-009,1,48.27637329,2.975941699,98.82793441,3.072420538,1.110786253,0,36.5,7.1
Simulation,AR25-064-009,2,114.3337618,4.72689324,98.95439963,3.392820383,1.608824623,0,36.5,7.1
Simulation,AR25-064-009,3,293.356064,6.575507741,99.10035864,3.818854574,2.115695318,0.040733198,36.5,7.1
Simulation,AR25-064-009,4,245.6739826,8.87983466,98.80617092,4.279058619,2.409061934,0,36.5,7.1
Simulation,AR25-064-009,5,742.3192799,11.60401879,99.2183458,4.76124254,2.500970628,0,35,7.1
Simulation,AR25-064-009,6,1434.77887,13.61081614,99.02121179,4.704634596,2.964995259,0.051314274,35,7.1
Simulation,AR25-064-009,7,1707.291923,15.01323882,97.73813305,4.833660163,3.727897206,0,35,7.1
Simulation,AR25-064-009,8,2489.778537,15.64634415,96.84893269,5.188914953,4.854374562,0.050253833,35,7.1
Simulation,AR25-064-009,9,2851.502456,15.91002303,94.94939053,5.616730047,6.052519158,0,35,7.1
Simulation,AR25-064-009,10,3702.717023,15.6269305,93.48450028,6.158064725,7.398392916,0.044270047,35,7.1
Simulation,AR25-064-009,11,4174.040763,15.13872975,91.12847802,6.666651571,8.637696487,0,35,7.1
Simulation,AR25-064-009,12,5062.864532,14.25682839,89.1469043,7.182880329,9.855092405,0.038744288,35,7.1
Simulation,AR25-064-009,13,5599.866567,13.24391811,86.36798632,7.584461385,10.84791221,0,35,7.1
Simulation,AR25-064-009,14,6475.973759,11.89538187,83.89431498,7.915176171,11.71269554,0,35,7.1
Simulation,AR25-064-011,0,73.8954,1.2059,97.7,2.77,0.74,0,36.5,7.1
Simulation,AR25-064-011,1,32.83628882,2.811167903,97.79923063,2.991071615,1.165234991,0,36.5,7.1
Simulation,AR25-064-011,2,87.26014926,4.437716044,97.93563414,3.356419602,1.65873116,0,36.5,7.1
Simulation,AR25-064-011,3,258.1806722,6.261581829,98.1249782,3.795717358,2.100186338,0.040733198,36.5,7.1
Simulation,AR25-064-011,4,206.7499136,8.628426914,97.9011356,4.240292724,2.276909261,0,36.5,7.1
Simulation,AR25-064-011,5,704.3769141,11.48699301,98.4031749,4.681451234,2.211789321,0,35,7.1
Simulation,AR25-064-011,6,1402.452032,13.68222662,98.30741903,4.562519518,2.490056473,0.051322336,35,7.1
Simulation,AR25-064-011,7,1684.566467,15.30770391,97.12899507,4.612497413,3.050492893,0,35,7.1
Simulation,AR25-064-011,8,2479.75047,16.17814734,96.34011157,4.876895381,3.969798158,0.050264143,35,7.1
Simulation,AR25-064-011,9,2855.645723,16.67328553,94.52918851,5.207096609,4.967490402,0,35,7.1
Simulation,AR25-064-011,10,3720.887927,16.59650293,93.13555094,5.649143146,6.130178165,0.0442901,35,7.1
Simulation,AR25-064-011,11,4203.755892,16.27227661,90.82856683,6.06163479,7.212656771,0,35,7.1
Simulation,AR25-064-011,12,5099.792233,15.49740993,88.87175328,6.489536596,8.30710508,0.038773177,35,7.1
Simulation,AR25-064-011,13,5636.993469,14.52380444,86.09205353,6.814558245,9.21622124,0,35,7.1
Simulation,AR25-064-011,14,6504.688327,13.13992686,83.59443189,7.083930975,10.03991752,0,35,7.1
Simulation,AR25-064-012,0,75.18855,2.3579,98.9,2.8,0.7,0,36.5,7.1
Simulation,AR25-064-012,1,78.54695817,3.946400026,98.9530825,3.080119796,1.260830537,0,36.5,7.1
Simulation,AR25-064-012,2,180.1955967,5.531738626,99.02196211,3.508732573,1.897030451,0,36.5,7.1
Simulation,AR25-064-012,3,400.6658942,7.292551049,99.12286893,4.013274535,2.484052553,0.040735325,36.5,7.1
Simulation,AR25-064-012,4,400.5166908,9.57673758,98.79013897,4.522871413,2.805210046,0,36.5,7.1
Simulation,AR25-064-012,5,950.5106519,12.33477062,99.16341265,5.026724401,2.879757321,0,35,7.1
Simulation,AR25-064-012,6,1701.204969,14.41277192,98.91953126,4.966198102,3.289703431,0.051023065,35,7.1
Simulation,AR25-064-012,7,2037.874794,15.90333698,97.57763909,5.068559584,3.971927019,0,35,7.1
Simulation,AR25-064-012,8,2882.911274,16.62218995,96.60214389,5.377435246,5.000171898,0.049964311,35,7.1
Simulation,AR25-064-012,9,3308.076851,16.94633652,94.59085038,5.743708274,6.093551391,0,35,7.1
Simulation,AR25-064-012,10,4215.06625,16.67959693,92.9759604,6.212050471,7.336524379,0.043975813,35,7.1
Simulation,AR25-064-012,11,4736.156757,16.1434395,90.43729337,6.64109926,8.484247786,0,35,7.1
Simulation,AR25-064-012,12,5659.484563,15.13537929,88.2319265,7.074967775,9.627325988,0.038416076,35,7.1
Simulation,AR25-064-012,13,6217.43341,13.90477765,85.19927031,7.395960244,10.56943338,0,35,7.1
Simulation,AR25-064-012,14,7091.110705,12.24222413,82.43808795,7.650885505,11.40911515,0,35,7.1
Simulation,AR25-064-014,0,85.3305,1.0745,98.9,2.8,0.72,0,36.5,7
Simulation,AR25-064-014,1,49.22486614,2.877697012,98.95504035,2.915926177,1.125130612,0,36.5,7
Simulation,AR25-064-014,2,98.76874028,4.510625368,98.99011611,3.23760167,1.71481623,0,36.5,7
Simulation,AR25-064-014,3,253.5716555,6.175728028,99.03514316,3.689429281,2.349819642,0.040735325,36.5,7
Simulation,AR25-064-014,4,174.3432256,8.251179916,98.63992273,4.196087832,2.796176401,0,36.5,7
Simulation,AR25-064-014,5,633.1510512,10.72305881,98.96052054,4.74105165,3.053951978,0,35,7
Simulation,AR25-064-014,6,1283.041419,12.47697412,98.69024958,4.758868631,3.684835234,0.051359992,35,7
Simulation,AR25-064-014,7,1509.965558,13.64893069,97.35999648,4.969110019,4.604158546,0,35,7
Simulation,AR25-064-014,8,2247.265749,14.09545543,96.45747344,5.407573472,5.866469704,0.050295099,35,7
Simulation,AR25-064-014,9,2566.360338,14.23620703,94.58191498,5.915793694,7.170879862,0,35,7
Simulation,AR25-064-014,10,3381.433454,13.90994671,93.18189981,6.530447554,8.58663168,0.044287871,35,7
Simulation,AR25-064-014,11,3825.820097,13.47070151,90.9306225,7.101337548,9.85454167,0,35,7
Simulation,AR25-064-014,12,4700.410613,12.73713616,89.09132369,7.665698191,11.0569409,0.038730821,35,7
Simulation,AR25-064-014,13,5238.755371,11.9738238,86.48647224,8.098784812,11.99128257,0,35,7
Simulation,AR25-064-014,14,6134.020474,10.97231881,84.21001742,8.442802825,12.75669355,0,35,7
Simulation,AR25-064-016,0,76.37926,1.1685,99.2,2.84,0.69,0,36.5,7
Simulation,AR25-064-016,1,50.12560826,3.058014314,99.27287475,2.935119854,1.069737255,0,36.5,7
Simulation,AR25-064-016,2,110.0529794,4.752251032,99.31395616,3.242691016,1.649888738,0,36.5,7
Simulation,AR25-064-016,3,275.2836106,6.453393483,99.35335455,3.686977866,2.290291215,0.040735325,36.5,7
Simulation,AR25-064-016,4,206.0635987,8.540142996,98.94147432,4.192359565,2.75564956,0,36.5,7
Simulation,AR25-064-016,5,674.0389345,10.99988829,99.23536785,4.74185174,3.044327206,0,35,7
Simulation,AR25-064-016,6,1331.892661,12.72030033,98.92967746,4.769393016,3.715988133,0.0513573,35,7
Simulation,AR25-064-016,7,1565.308919,13.84011663,97.55693732,4.993809519,4.683686582,0,35,7
Simulation,AR25-064-016,8,2307.372778,14.21921,96.60662061,5.450034255,5.999490755,0.050289937,35,7
Simulation,AR25-064-016,9,2629.456037,14.28101249,94.6800481,5.978656398,7.359951997,0,35,7
Simulation,AR25-064-016,10,3445.62491,13.8684383,93.22769732,6.615331445,8.831702231,0.044278957,35,7
Simulation,AR25-064-016,11,3889.411101,13.33976111,90.92497371,7.208829652,10.1530644,0,35,7
Simulation,AR25-064-016,12,4761.699409,12.51798533,89.03678144,7.795331698,11.40397794,0.038711599,35,7
Simulation,AR25-064-016,13,5296.529559,11.67170379,86.38768655,8.249110516,12.37983735,0,35,7
Simulation,AR25-064-016,14,6187.016721,10.59634529,84.07256252,8.611412074,13.17790982,0,35,7
Simulation,AR25-064-017,0,72.87315,1.2482,98.9,2.73,0.71,0,36.5,7.2
Simulation,AR25-064-017,1,-8.701256913,2.502388132,98.89211332,3.056102899,1.429350152,0,36.5,7.2
Simulation,AR25-064-017,2,-1.811321692,3.746692813,98.93300716,3.552447802,2.238460484,0,36.5,7.2
Simulation,AR25-064-017,3,117.2188267,5.191356202,99.05116356,4.141426292,2.998741037,0.040733198,36.5,7.2
Simulation,AR25-064-017,4,12.9744435,7.215939436,98.79156048,4.746740123,3.480036147,0,36.5,7.2
Simulation,AR25-064-017,5,460.9384398,9.801127341,99.30203121,5.352003618,3.689330737,0,35,7.2
Simulation,AR25-064-017,6,1117.04295,11.82021851,99.26467363,5.393071487,4.198190909,0.0511883,35,7.2
Simulation,AR25-064-017,7,1370.860569,13.38931068,98.1983823,5.591980251,4.934945289,0,35,7.2
Simulation,AR25-064-017,8,2153.759271,14.34027729,97.56987122,5.987859496,5.968457353,0.050166368,35,7.2
Simulation,AR25-064-017,9,2540.038176,15.06108005,95.96513936,6.427195385,7.014875002,0,35,7.2
Simulation,AR25-064-017,10,3440.579956,15.3560932,94.8108942,6.951839894,8.160458169,0.044292329,35,7.2
Simulation,AR25-064-017,11,3987.807634,15.54126283,92.7643771,7.417876174,9.163868177,0,35,7.2
Simulation,AR25-064-017,12,4979.534808,15.39606112,91.07197696,7.868910774,10.12459812,0.038829152,35,7.2
Simulation,AR25-064-017,13,5644.202689,15.14658895,88.53988559,8.186714728,10.85579646,0,35,7.2
Simulation,AR25-064-017,14,6671.667919,14.54698723,86.25250924,8.420059868,11.47090989,0,35,7.2
Simulation,AR25-064-018,0,75.1713,1.1779,98.7,2.73,0.94,0,36.5,7.1
Simulation,AR25-064-018,1,2.238550855,2.446497738,98.65705213,3.04570511,1.654954145,0,36.5,7.1
Simulation,AR25-064-018,2,16.74991519,3.687267249,98.65553894,3.534757,2.466180218,0,36.5,7.1
Simulation,AR25-064-018,3,141.9821907,5.111925816,98.72502912,4.118992879,3.233595452,0.040735325,36.5,7.1
Simulation,AR25-064-018,4,42.13788669,7.101869495,98.41177439,4.721538557,3.72548259,0,36.5,7.1
Simulation,AR25-064-018,5,492.4209806,9.639926192,98.86515079,5.32542294,3.947243283,0,35,7.1
Simulation,AR25-064-018,6,1148.481476,11.60184142,98.76885276,5.365905967,4.468852658,0.051311587,35,7.1
Simulation,AR25-064-018,7,1398.606508,13.10703899,97.64212361,5.564434603,5.216743982,0,35,7.1
Simulation,AR25-064-018,8,2176.31776,13.98985625,96.95702017,5.959732358,6.258598345,0.050246103,35,7.1
Simulation,AR25-064-018,9,2554.037481,14.64194873,95.29840898,6.397459553,7.308770356,0,35,7.1
Simulation,AR25-064-018,10,3444.155693,14.87036293,94.09701296,6.919111687,8.452562506,0.04465645,35,7.1
Simulation,AR25-064-018,11,3975.268764,14.99601315,92.0062712,7.380159214,9.446522072,0,35,7.1
Simulation,AR25-064-018,12,4952.115411,14.79986177,90.2844783,7.824350928,10.39030754,0.038700074,35,7.1
Simulation,AR25-064-018,13,5601.216801,14.51066956,87.73448957,8.132372731,11.0963641,0,35,7.1
Simulation,AR25-064-018,14,6610.374825,13.88490417,85.43787887,8.352772817,11.67783588,0,35,7.1
Simulation,AR25-064-019,0,73.2393,1.1664,98.3,2.77,0.7,0,36.5,7.1
Simulation,AR25-064-019,1,24.45115776,2.765428374,98.3719627,2.979890736,1.173350513,0,36.5,7.1
Simulation,AR25-064-019,2,67.05284371,4.324929104,98.46726817,3.357048464,1.753150162,0,36.5,7.1
Simulation,AR25-064-019,3,222.2019796,6.035107319,98.60815831,3.828271566,2.31018194,0.040735325,36.5,7.1
Simulation,AR25-064-019,4,151.6105159,8.257522439,98.33516117,4.321536802,2.622297889,0,36.5,7.1
Simulation,AR25-064-019,5,627.7326614,10.95782945,98.79391027,4.824434725,2.702771498,0,35,7.1
Simulation,AR25-064-019,6,1303.34215,12.99817203,98.66663577,4.776328166,3.127417497,0.05144627,35,7.1
Simulation,AR25-064-019,7,1562.684295,14.48942508,97.47207136,4.902144092,3.825845952,0,35,7.1
Simulation,AR25-064-019,8,2339.09819,15.26120005,96.68970859,5.243520473,4.867170452,0.050536304,35,7.1
Simulation,AR25-064-019,9,2698.887368,15.70807831,94.90498288,5.647675623,5.963324149,0,35,7.1
Simulation,AR25-064-019,10,3557.97932,15.64270671,93.56531814,6.157478643,7.196554572,0.045010485,35,7.1
Simulation,AR25-064-019,11,4038.01401,15.40057037,91.32574735,6.627752642,8.315924175,0,35,7.1
Simulation,AR25-064-019,12,4949.862964,14.77845156,89.46664471,7.101879527,9.4140976,0.039044902,35,7.1
Simulation,AR25-064-019,13,5514.224835,14.02929932,86.794102,7.457989653,10.29252077,0,35,7.1
Simulation,AR25-064-019,14,6426.661826,12.93349237,84.41293951,7.742647088,11.05475759,0,35,7.1
Simulation,AR25-064-020,0,72.87315,1.1219,98.7,2.72,0.59,0,36.5,6.9
Simulation,AR25-064-020,1,53.45489089,3.117690392,98.77651754,2.757743121,0.873961531,0,36.5,6.9
Simulation,AR25-064-020,2,118.3508429,4.887978712,98.80886623,3.012231011,1.374436659,0,36.5,6.9
Simulation,AR25-064-020,3,285.588407,6.630927594,98.82712611,3.409049656,1.952936807,0.040737452,36.5,6.9
Simulation,AR25-064-020,4,214.3346767,8.722855527,98.38256149,3.873693669,2.375035664,0,36.5,6.9
Simulation,AR25-064-020,5,675.3092797,11.15059224,98.63410149,4.3900435,2.639123485,0,35,6.9
Simulation,AR25-064-020,6,1320.365242,12.80324225,98.27907177,4.392604813,3.304015308,0.051362683,35,6.9
Simulation,AR25-064-020,7,1534.542143,13.82303044,96.85348969,4.600461522,4.281065456,0,35,6.9
Simulation,AR25-064-020,8,2250.694434,14.07526225,95.85122891,5.048486637,5.619896882,0.050284776,35,6.9
Simulation,AR25-064-020,9,2540.172786,13.99065941,93.87835812,5.576869023,7.013941426,0,35,6.9
Simulation,AR25-064-020,10,3317.278453,13.42107313,92.39030812,6.220567747,8.526171577,0.04465645,35,6.9
Simulation,AR25-064-020,11,3712.962845,12.73693963,90.06348934,6.827372188,9.889859219,0,35,6.9
Simulation,AR25-064-020,12,4536.173099,11.77111002,88.17863197,7.432733858,11.18167902,0.038652131,35,6.9
Simulation,AR25-064-020,13,5019.480649,10.80424535,85.55921159,7.9086556,12.19245327,0,35,6.9
Simulation,AR25-064-020,14,5856.697732,9.643029254,83.30199027,8.294898052,13.01568104,0,35,6.9
Simulation,AR25-064-021,0,75.38505,1.1592,98.8,2.73,0.73,0,36.5,7.1
Simulation,AR25-064-021,1,10.45753822,2.614192626,98.80686316,2.974452916,1.330376179,0,36.5,7.1
Simulation,AR25-064-021,2,32.35076802,3.995562647,98.83609857,3.403244667,2.0574323,0,36.5,7.1
Simulation,AR25-064-021,3,163.1678,5.511282231,98.91716955,3.939427908,2.771969373,0.040722564,36.5,7.1
Simulation,AR25-064-021,4,66.11922192,7.541117078,98.59747612,4.506962483,3.242039299,0,36.5,7.1
Simulation,AR25-064-021,5,515.2021235,10.06870412,99.02811817,5.089273605,3.471591964,0,35,7.1
Simulation,AR25-064-021,6,1165.407242,11.97290477,98.89610056,5.121621089,4.028093317,0.051311587,35,7.1
Simulation,AR25-064-021,7,1404.497074,13.37861851,97.72464794,5.3249722,4.834424955,0,35,7.1
Simulation,AR25-064-021,8,2165.767467,14.12781053,96.99049632,5.737137891,5.953842833,0.050264143,35,7.1
Simulation,AR25-064-021,9,2521.590503,14.62173504,95.28346249,6.202463841,7.095535046,0,35,7.1
Simulation,AR25-064-021,10,3385.155734,14.67838691,94.04015767,6.760802977,8.339257408,0.044699548,35,7.1
Simulation,AR25-064-021,11,3885.344349,14.63099723,91.91853839,7.265626598,9.435585932,0,35,7.1
Simulation,AR25-064-021,12,4828.87486,14.27293303,90.18306963,7.758576398,10.47849967,0.038775104,35,7.1
Simulation,AR25-064-021,13,5442.720843,13.84592107,87.63931667,8.117944492,11.27467281,0,35,7.1
Simulation,AR25-064-021,14,6417.858083,13.11794019,85.37431952,8.390062874,11.93251399,0,35,7.1
Simulation,AR25-064-022,0,75.38505,1.1635,98.7,2.73,0.7,0,36.5,7.1
Simulation,AR25-064-022,1,13.42392651,2.653408068,98.72129764,2.963829001,1.270235971,0,36.5,7.1
Simulation,AR25-064-022,2,38.98405789,4.073450742,98.76426278,3.379443777,1.96509885,0,36.5,7.1
Simulation,AR25-064-022,3,173.9292428,5.628129946,98.85706037,3.900682542,2.647307295,0.040724691,36.5,7.1
Simulation,AR25-064-022,4,81.13865783,7.693804959,98.54592698,4.452315541,3.086723622,0,36.5,7.1
Simulation,AR25-064-022,5,534.2757208,10.25090301,98.98111379,5.018577709,3.28894496,0,35,7.1
Simulation,AR25-064-022,6,1187.895421,12.17546147,98.84897245,5.0354987,3.822835059,0.051325024,35,7.1
Simulation,AR25-064-022,7,1429.202591,13.59014084,97.67229906,5.22476008,4.61234219,0,35,7.1
Simulation,AR25-064-022,8,2191.302712,14.3352054,96.92831558,5.624819225,5.721515294,0.050292518,35,7.1
Simulation,AR25-064-022,9,2545.781535,14.81119023,95.20678983,6.080509141,6.859827224,0,35,7.1
Simulation,AR25-064-022,10,3405.991118,14.83592168,93.94602931,6.632115613,8.107106451,0.044343663,35,7.1
Simulation,AR25-064-022,11,3903.405469,14.74165005,91.80879248,7.133330823,9.214500012,0,35,7.1
Simulation,AR25-064-022,12,4837.973768,14.32458773,90.05091097,7.625480035,10.27441221,0.039213715,35,7.1
Simulation,AR25-064-022,13,5435.981685,13.83042762,87.48077405,7.987650109,11.09182462,0,35,7.1
Simulation,AR25-064-022,14,6396.587531,13.02927195,85.20021292,8.266482073,11.77465818,0,35,7.1
Simulation,AR25-064-023,0,75.5919,1.1118,98.7,2.94,0.73,0,36.5,7.1
Simulation,AR25-064-023,1,50.18577885,2.988603386,98.83914423,3.068543617,1.065793763,0,36.5,7.1
Simulation,AR25-064-023,2,118.0315245,4.771443715,98.97365791,3.37644512,1.54344084,0,36.5,7.1
Simulation,AR25-064-023,3,298.703635,6.644082604,99.12424049,3.79167591,2.03498095,0.040722564,36.5,7.1
Simulation,AR25-064-023,4,252.3990396,8.963665226,98.83130727,4.243034196,2.318371867,0,36.5,7.1
Simulation,AR25-064-023,5,749.7341744,11.69391734,99.24120678,4.71851328,2.405689974,0,35,7.1
Simulation,AR25-064-023,6,1442.095632,13.69754676,99.03879702,4.657489423,2.8703687,0.051311587,35,7.1
Simulation,AR25-064-023,7,1713.582389,15.08798565,97.74802731,4.784429419,3.638803565,0,35,7.1
Simulation,AR25-064-023,8,2493.946168,15.70118176,96.84937516,5.139884797,4.77511677,0.050251256,35,7.1
Simulation,AR25-064-023,9,2852.434443,15.93831235,94.93957157,5.57007147,5.98666906,0,35,7.1
Simulation,AR25-064-023,10,3699.252567,15.62373016,93.4645212,6.115746752,7.348629625,0.044681391,35,7.1
Simulation,AR25-064-023,11,4161.484356,15.10323385,91.09487954,6.630346961,8.604557629,0,35,7.1
Simulation,AR25-064-023,12,5044.270162,14.18909985,89.10907189,7.154436821,9.839037771,0.039091866,35,7.1
Simulation,AR25-064-023,13,5571.684617,13.14913564,86.32551183,7.56433004,10.84666913,0,35,7.1
Simulation,AR25-064-023,14,6441.367126,11.77958537,83.85742897,7.903891924,11.72400992,0,35,7.1
