Type,Batch,Day,IGG,VCC,Viability,Glutamate,Ammonium,Normalized_Bolus_Feed,Temperature_setpoint,pH_setpoint
Simulation,AR25-064-009,10,3529.331584,14.65539437,95.57697832,5.75497874,6.729075749,0.044270047,35,7.1
Simulation,AR25-064-009,11,4058.28736,13.94224679,92.52030516,6.545328728,8.56709409,0,35,7.1
Simulation,AR25-064-009,12,4894.883698,13.71959532,91.33168151,6.697417491,8.923443352,0.038744288,35,7.1
Simulation,AR25-064-009,13,5458.910068,12.96077534,87.4693806,7.457061214,10.6962967,0,35,7.1
Simulation,AR25-064-009,14,6300.78424,12.89219702,85.13272915,7.63658653,11.14176394,0,35,7.1
Simulation,AR25-064-011,0,73.8954,1.2059,97.7,2.77,0.74,0,36.5,7.1
Simulation,AR25-064-011,1,58.25992875,1.783177485,97.87467239,3.336188029,1.225248326,0,36.5,7.1
Simulation,AR25-064-011,2,57.13106889,3.17990523,98.03074184,3.695420555,1.564939947,0,36.5,7.1
Simulation,AR25-064-011,3,137.2578873,5.420406549,98.2463039,3.900056951,1.76456185,0.040733198,36.5,7.1
Simulation,AR25-064-011,4,185.8501072,8.771894312,96.4876753,4.660283316,3.21684319,0,36.5,7.1
Simulation,AR25-064-011,5,786.6288076,14.33146784,97.04021977,4.628682516,3.007625434,0,35,7.1
Simulation,AR25-064-011,6,1374.919835,15.74178346,97.92212741,4.117603674,2.68873329,0.051322336,35,7.1
Simulation,AR25-064-011,7,1776.250216,16.21501063,95.94382018,4.641151269,4.312113206,0,35,7.1
Simulation,AR25-064-011,8,2616.801679,17.07054845,96.44878691,4.507616497,4.241218803,0.050264143,35,7.1
Simulation,AR25-064-011,9,3154.718991,16.95761005,93.80302953,5.214673118,6.030654608,0,35,7.1
Simulation,AR25-064-011,10,4063.875099,17.25084905,93.38729083,5.210890811,6.144227626,0.0442901,35,7.1
Simulation,AR25-064-011,11,4666.678829,16.68123662,90.00041694,5.916377613,7.896048007,0,35,7.1
Simulation,AR25-064-011,12,5575.041233,16.54591458,88.4243528,5.983085568,8.166812637,0.038773177,35,7.1
Simulation,AR25-064-011,13,6206.386574,15.82071274,84.11174435,6.658553051,9.856616028,0,35,7.1
Simulation,AR25-064-011,14,7109.943269,15.74212166,81.26361395,6.754519738,10.21878391,0,35,7.1
Simulation,AR25-064-012,0,75.18855,2.3579,98.9,2.8,0.7,0,36.5,7.1
Simulation,AR25-064-012,1,100.7155652,2.970754141,99.16067377,3.32633319,1.162273792,0,36.5,7.1
Simulation,AR25-064-012,2,137.7501648,4.276387337,99.38027712,3.662526277,1.498247976,0,36.5,7.1
Simulation,AR25-064-012,3,246.3115717,6.287117607,99.62981075,3.861510975,1.71636005,0.040735325,36.5,7.1
Simulation,AR25-064-012,4,308.2134257,9.267523654,97.87399578,4.635733467,3.21205111,0,36.5,7.1
Simulation,AR25-064-012,5,902.9012344,14.32268421,98.40138243,4.639992234,3.072597325,0,35,7.1
Simulation,AR25-064-012,6,1462.572425,15.11423286,99.23696627,4.18817357,2.849989289,0.051023065,35,7.1
Simulation,AR25-064-012,7,1812.20965,14.88203925,97.21668977,4.789526029,4.584280807,0,35,7.1
Simulation,AR25-064-012,8,2573.890494,14.97640841,97.66594637,4.760993402,4.656866567,0.049964311,35,7.1
Simulation,AR25-064-012,9,3011.56731,14.10127621,94.99978513,5.588682745,6.596362653,0,35,7.1
Simulation,AR25-064-012,10,3798.494631,13.6754839,94.58451266,5.726143112,6.881065012,0.043975813,35,7.1
Simulation,AR25-064-012,11,4266.584063,12.49154474,91.27080235,6.578429248,8.79576747,0,35,7.1
Simulation,AR25-064-012,12,5030.339163,11.88955495,89.82438779,6.800312047,9.234809837,0.038416076,35,7.1
Simulation,AR25-064-012,13,5519.830144,10.89762922,85.74992348,7.621538712,11.0662961,0,35,7.1
Simulation,AR25-064-012,14,6288.247868,10.77571191,83.22214972,7.857250159,11.56092053,0,35,7.1
Simulation,AR25-064-014,0,85.3305,1.0745,98.9,2.8,0.72,0,36.5,7
Simulation,AR25-064-014,1,-72.17149318,1.370899261,98.80071685,3.112060475,1.178121881,0,36.5,7
Simulation,AR25-064-014,2,-140.7447533,2.404815963,98.8742661,3.400834838,1.564013174,0,36.5,7
Simulation,AR25-064-014,3,-106.1356927,4.207265942,99.08292769,3.6224158,1.852612959,0.040735325,36.5,7
Simulation,AR25-064-014,4,-103.4075475,7.062266501,97.34926986,4.4466324,3.423028973,0,36.5,7
Simulation,AR25-064-014,5,442.2777199,12.09156067,97.946527,4.508335729,3.353581485,0,35,7
Simulation,AR25-064-014,6,963.6549229,12.96816837,98.89426687,4.111095105,3.190782506,0.051359992,35,7
Simulation,AR25-064-014,7,1286.946129,12.93870247,97.00868802,4.763953579,4.982769483,0,35,7
Simulation,AR25-064-014,8,2041.802644,13.35912496,97.64737374,4.76903547,5.084965368,0.050295099,35,7
Simulation,AR25-064-014,9,2490.304914,12.9116902,95.18296188,5.620046896,7.048796826,0,35,7
Simulation,AR25-064-014,10,3312.189871,13.00151916,95.00887057,5.759487447,7.330383193,0.044287871,35,7
Simulation,AR25-064-014,11,3835.575954,12.38086846,91.92934858,6.602741171,9.239836476,0,35,7
Simulation,AR25-064-014,12,4678.480331,12.3591123,90.73014532,6.797177702,9.653967984,0.038730821,35,7
Simulation,AR25-064-014,13,5264.267407,11.9120405,86.86633926,7.585665093,11.46870559,0,35,7
Simulation,AR25-064-014,14,6146.479271,12.26156603,84.5303371,7.778595446,11.93960025,0,35,7
Simulation,AR25-064-016,0,76.37926,1.1685,99.2,2.84,0.69,0,36.5,7
Simulation,AR25-064-016,1,-94.8615696,1.460331288,99.09835097,3.117798867,1.135224691,0,36.5,7
Simulation,AR25-064-016,2,-168.9075127,2.470468865,99.19094837,3.392515926,1.516915707,0,36.5,7
Simulation,AR25-064-016,3,-137.7984749,4.226917804,99.42679917,3.610317897,1.807383261,0.040735325,36.5,7
Simulation,AR25-064-016,4,-139.6772404,7.01226181,97.72329392,4.437263457,3.384958755,0,36.5,7
Simulation,AR25-064-016,5,398.6210231,11.94842837,98.35221625,4.506933432,3.327841707,0,35,7
Simulation,AR25-064-016,6,908.8416949,12.71029151,99.33359418,4.12257019,3.182555639,0.0513573,35,7
Simulation,AR25-064-016,7,1216.639044,12.54794731,97.48536121,4.793114445,4.997057866,0,35,7
Simulation,AR25-064-016,8,1951.370454,12.82229825,98.16719652,4.820699633,5.126678562,0.050289937,35,7
Simulation,AR25-064-016,9,2375.201356,12.22191922,95.75510932,5.698681997,7.122061949,0,35,7
Simulation,AR25-064-016,10,3168.124992,12.15892028,95.64531754,5.869305059,7.438972278,0.044278957,35,7
Simulation,AR25-064-016,11,3658.945972,11.39314858,92.64640021,6.747124616,9.386146899,0,35,7
Simulation,AR25-064-016,12,4466.403484,11.24097054,91.54676936,6.979029552,9.840050844,0.038711599,35,7
Simulation,AR25-064-016,13,5015.058771,10.68466275,87.80645485,7.806588019,11.69465934,0,35,7
Simulation,AR25-064-016,14,5859.344293,10.95036238,85.61891821,8.039936997,12.20601973,0,35,7
Simulation,AR25-064-017,0,72.87315,1.2482,98.9,2.73,0.71,0,36.5,7.2
Simulation,AR25-064-017,1,151.2683933,1.262715114,99.39383679,3.622473066,1.345142799,0,36.5,7.2
Simulation,AR25-064-017,2,137.3582027,2.031841885,99.67495924,4.163600401,1.801127302,0,36.5,7.2
Simulation,AR25-064-017,3,147.7152968,3.619768192,99.95267375,4.499358557,2.110186934,0.040733198,36.5,7.2
Simulation,AR25-064-017,4,92.24301563,6.335532033,98.25808049,5.376941266,3.672964517,0,36.5,7.2
Simulation,AR25-064-017,5,566.8409966,11.31889393,98.91370223,5.461621076,3.574870554,0,35,7.2
Simulation,AR25-064-017,6,1015.317923,12.25344613,99.96287854,5.067814975,3.363624512,0.0511883,35,7.2
Simulation,AR25-064-017,7,1271.139289,12.38631392,98.24176336,5.704754444,5.08109513,0,35,7.2
Simulation,AR25-064-017,8,1965.865941,13.06045459,99.0943596,5.680732154,5.094778352,0.050166368,35,7.2
Simulation,AR25-064-017,9,2366.303249,12.9443264,96.91028706,6.485355682,6.946549528,0,35,7.2
Simulation,AR25-064-017,10,3151.346536,13.4111059,97.06614672,6.56600938,7.104045144,0.044292329,35,7.2
Simulation,AR25-064-017,11,3649.693865,13.17964734,94.36823935,7.33867541,8.877107259,0,35,7.2
Simulation,AR25-064-017,12,4476.981559,13.514465,93.59562736,7.45400804,9.148004383,0.038829152,35,7.2
Simulation,AR25-064-017,13,5051.999356,13.34161209,90.19044377,8.161748928,10.82361077,0,35,7.2
Simulation,AR25-064-017,14,5923.762407,13.8332402,88.34815515,8.275707642,11.16120537,0,35,7.2
Simulation,AR25-064-018,0,75.1713,1.1779,98.7,2.73,0.94,0,36.5,7.1
Simulation,AR25-064-018,1,106.0834836,1.365289951,98.98006076,3.449784717,1.53445078,0,36.5,7.1
Simulation,AR25-064-018,2,103.0285984,2.309162157,99.15063204,3.91462013,1.980494713,0,36.5,7.1
Simulation,AR25-064-018,3,151.8349691,4.061671351,99.34390818,4.21335659,2.293251759,0.040735325,36.5,7.1
Simulation,AR25-064-018,4,148.8358739,6.922435531,97.55525503,5.069967345,3.867063752,0,36.5,7.1
Simulation,AR25-064-018,5,683.5256091,12.02435629,98.08936142,5.140555364,3.785191072,0,35,7.1
Simulation,AR25-064-018,6,1196.254903,13.04701961,98.97906416,4.736291178,3.59504571,0.051311587,35,7.1
Simulation,AR25-064-018,7,1517.943786,13.23812474,97.04762054,5.367502052,5.34269949,0,35,7.1
Simulation,AR25-064-018,8,2280.522242,13.94805596,97.64740151,5.33805731,5.386560582,0.050246103,35,7.1
Simulation,AR25-064-018,9,2748.608138,13.85026244,95.15325459,6.139983421,7.274718305,0,35,7.1
Simulation,AR25-064-018,10,3602.194527,14.33289927,94.94792127,6.217367952,7.467593636,0.04465645,35,7.1
Simulation,AR25-064-018,11,4168.48222,14.13196911,91.81293373,6.991966359,9.287893405,0,35,7.1
Simulation,AR25-064-018,12,5069.528779,14.5432571,90.56462479,7.100307691,9.588591772,0.038700074,35,7.1
Simulation,AR25-064-018,13,5723.338392,14.50372543,86.62825538,7.791308783,11.28080862,0,35,7.1
Simulation,AR25-064-018,14,6680.422344,15.20605026,84.18382175,7.879889836,11.62645524,0,35,7.1
Simulation,AR25-064-019,0,73.2393,1.1664,98.3,2.77,0.7,0,36.5,7.1
Simulation,AR25-064-019,1,37.61077304,1.535429782,98.47812571,3.3411589,1.209829963,0,36.5,7.1
Simulation,AR25-064-019,2,12.20572791,2.688068042,98.64731349,3.722185954,1.586088874,0,36.5,7.1
Simulation,AR25-064-019,3,60.92689052,4.659387347,98.88435373,3.960656786,1.832074401,0.040735325,36.5,7.1
Simulation,AR25-064-019,4,70.12836167,7.730363656,97.15855558,4.764279589,3.33870638,0,36.5,7.1
Simulation,AR25-064-019,5,623.9152631,13.01401587,97.76076949,4.78370029,3.189639366,0,35,7.1
Simulation,AR25-064-019,6,1158.797957,14.16979504,98.71532028,4.329437895,2.93447525,0.05144627,35,7.1
Simulation,AR25-064-019,7,1501.694356,14.42736092,96.83295734,4.915678919,4.626906166,0,35,7.1
Simulation,AR25-064-019,8,2282.829889,15.12460546,97.47654581,4.844396444,4.618977211,0.050536304,35,7.1
Simulation,AR25-064-019,9,2760.80249,14.92050512,94.99646199,5.617121671,6.476584764,0,35,7.1
Simulation,AR25-064-019,10,3616.076751,15.20453195,94.80662232,5.671464062,6.642188103,0.045010485,35,7.1
Simulation,AR25-064-019,11,4168.427871,14.70537981,91.65606611,6.44137521,8.46285693,0,35,7.1
Simulation,AR25-064-019,12,5042.112341,14.73504063,90.4040732,6.554193756,8.76756348,0.039044902,35,7.1
Simulation,AR25-064-019,13,5648.36765,14.2348947,86.44507922,7.270436513,10.49182495,0,35,7.1
Simulation,AR25-064-019,14,6541.458245,14.4270231,84.00599795,7.394630995,10.87210887,0,35,7.1
Simulation,AR25-064-020,0,72.87315,1.1219,98.7,2.72,0.59,0,36.5,6.9
Simulation,AR25-064-020,1,-191.8623583,1.567767583,98.32739632,2.754440236,0.955938459,0,36.5,6.9
Simulation,AR25-064-020,2,-283.2590183,2.735975639,98.30604471,2.918539104,1.299799806,0,36.5,6.9
Simulation,AR25-064-020,3,-235.1192311,4.640164038,98.48271286,3.080225194,1.570198286,0.040737452,36.5,6.9
Simulation,AR25-064-020,4,-203.8678225,7.5512116,96.72911805,3.873639213,3.136602884,0,36.5,6.9
Simulation,AR25-064-020,5,375.1249604,12.58160016,97.29565223,3.919754019,3.074258473,0,35,6.9
Simulation,AR25-064-020,6,929.0339029,13.39920667,98.19100566,3.517396229,2.929387302,0.051362683,35,6.9
Simulation,AR25-064-020,7,1280.658785,13.25045132,96.22650564,4.174435571,4.750534207,0,35,6.9
Simulation,AR25-064-020,8,2057.440946,13.49654431,96.75871551,4.19283165,4.893041361,0.050284776,35,6.9
Simulation,AR25-064-020,9,2520.101587,12.83037026,94.16166374,5.066124013,6.907548119,0,35,6.9
Simulation,AR25-064-020,10,3347.711738,12.67302432,93.83050091,5.23666882,7.24952881,0.04465645,35,6.9
Simulation,AR25-064-020,11,3867.472524,11.801043,90.55586221,6.12482391,9.239018385,0,35,6.9
Simulation,AR25-064-020,12,4703.772755,11.55977575,89.1677816,6.363699654,9.723179452,0.038652131,35,6.9
Simulation,AR25-064-020,13,5279.07257,10.94034226,85.10879571,7.196312668,11.60407901,0,35,6.9
Simulation,AR25-064-020,14,6149.36276,11.18982887,82.56868166,7.432612698,12.13843491,0,35,6.9
Simulation,AR25-064-021,0,75.38505,1.1592,98.8,2.73,0.73,0,36.5,7.1
Simulation,AR25-064-021,1,50.59871282,1.31116378,99.01611786,3.36098729,1.287694468,0,36.5,7.1
Simulation,AR25-064-021,2,15.88712076,2.212175423,99.19158808,3.788428108,1.714212761,0,36.5,7.1
Simulation,AR25-064-021,3,41.68028366,3.911606956,99.42381593,4.072468853,2.015842164,0.040722564,36.5,7.1
Simulation,AR25-064-021,4,17.68632795,6.707252536,97.69507738,4.925089502,3.583030018,0,36.5,7.1
Simulation,AR25-064-021,5,530.2037507,11.73051858,98.30396023,4.998129236,3.498738575,0,35,7.1
Simulation,AR25-064-021,6,1018.219616,12.66070434,99.28325984,4.600886648,3.309654894,0.051311587,35,7.1
Simulation,AR25-064-021,7,1311.815237,12.74518592,97.45725636,5.243185938,5.061948569,0,35,7.1
Simulation,AR25-064-021,8,2042.381547,13.3342994,98.18032239,5.228917171,5.114285219,0.050264143,35,7.1
Simulation,AR25-064-021,9,2474.075552,13.10177082,95.82900722,6.050652643,7.015697956,0,35,7.1
Simulation,AR25-064-021,10,3286.825895,13.43650944,95.7910115,6.152212859,7.225684162,0.044699548,35,7.1
Simulation,AR25-064-021,11,3807.237864,13.07443567,92.84803654,6.956685058,9.069469334,0,35,7.1
Simulation,AR25-064-021,12,4657.741582,13.3125163,91.82473016,7.09962427,9.397429258,0.038775104,35,7.1
Simulation,AR25-064-021,13,5255.430414,13.08642338,88.14402526,7.832238108,11.12533614,0,35,7.1
Simulation,AR25-064-021,14,6151.641209,13.58988737,85.99818627,7.96760134,11.51045989,0,35,7.1
Simulation,AR25-064-022,0,75.38505,1.1635,98.7,2.73,0.7,0,36.5,7.1
Simulation,AR25-064-022,1,44.51701162,1.350270796,98.90404872,3.344014405,1.246211041,0,36.5,7.1
Simulation,AR25-064-022,2,8.898972709,2.291807158,99.07794296,3.760414826,1.661983159,0,36.5,7.1
Simulation,AR25-064-022,3,36.74945811,4.034846203,99.31308081,4.035126183,1.952447806,0.040724691,36.5,7.1
Simulation,AR25-064-022,4,16.7328651,6.874161311,97.58854701,4.878543245,3.50787641,0,36.5,7.1
Simulation,AR25-064-022,5,534.5609239,11.93787895,98.20126124,4.9419616,3.411264799,0,35,7.1
Simulation,AR25-064-022,6,1028.693125,12.90176878,99.18251013,4.534763755,3.209780362,0.051325024,35,7.1
Simulation,AR25-064-022,7,1328.643652,13.00996099,97.35480208,5.167325372,4.950568095,0,35,7.1
Simulation,AR25-064-022,8,2065.425812,13.61022889,98.07307006,5.143538337,4.991882929,0.050292518,35,7.1
Simulation,AR25-064-022,9,2502.363135,13.37378667,95.71103892,5.957115002,6.884728934,0,35,7.1
Simulation,AR25-064-022,10,3319.176764,13.68896497,95.65915673,6.051444486,7.08703638,0.044343663,35,7.1
Simulation,AR25-064-022,11,3842.97414,13.28784068,92.71532807,6.844303124,8.913187151,0,35,7.1
Simulation,AR25-064-022,12,4690.837851,13.4578494,91.66694801,6.983410567,9.239229443,0.039213715,35,7.1
Simulation,AR25-064-022,13,5281.222418,13.15151651,87.93725971,7.723469353,10.98346311,0,35,7.1
Simulation,AR25-064-022,14,6170.977904,13.57986912,85.76616993,7.862500464,11.37127719,0,35,7.1
Simulation,AR25-064-023,0,75.5919,1.1118,98.7,2.94,0.73,0,36.5,7.1
Simulation,AR25-064-023,1,-5.497860645,1.52616252,98.82566339,3.41791145,1.20406322,0,36.5,7.1
Simulation,AR25-064-023,2,-48.02780717,2.719351954,99.00997635,3.757291603,1.561290952,0,36.5,7.1
Simulation,AR25-064-023,3,-4.395124979,4.718499263,99.29106818,3.976149244,1.796398798,0.040722564,36.5,7.1
Simulation,AR25-064-023,4,4.421674823,7.797492667,97.62204765,4.770199163,3.297004904,0,36.5,7.1
Simulation,AR25-064-023,5,558.6241738,13.06290268,98.28492151,4.786230657,3.147210769,0,35,7.1
Simulation,AR25-064-023,6,1092.59955,14.16971211,99.30151416,4.333480731,2.896665636,0.051311587,35,7.1
Simulation,AR25-064-023,7,1432.140892,14.34331114,97.48820037,4.923967541,4.595248716,0,35,7.1
Simulation,AR25-064-023,8,2204.313149,14.91631711,98.19381319,4.86473234,4.605435492,0.050251256,35,7.1
Simulation,AR25-064-023,9,2668.989127,14.55077514,95.79240497,5.651518414,6.47925416,0,35,7.1
Simulation,AR25-064-023,10,3501.791393,14.63138085,95.6698324,5.731723599,6.679794647,0.044681391,35,7.1
Simulation,AR25-064-023,11,4025.881615,13.89944091,92.61193552,6.530505018,8.532781338,0,35,7.1
Simulation,AR25-064-023,12,4860.608378,13.66610538,91.44696242,6.685603215,8.890089982,0.039091866,35,7.1
Simulation,AR25-064-023,13,5420.330148,12.89421805,87.59166569,7.453846107,10.67635663,0,35,7.1
Simulation,AR25-064-023,14,6260.36524,12.81977109,85.28327973,7.636860909,11.1232098,0,35,7.1
